statement,label_name,display_label,target,fake_probability,predicted_target,predicted_label,confidence,correct,error_type,split
"Over the last several months, there was a review board headed by two distinguished Americans, Mike Mullen and Tom Pickering, who investigated every element of the Benghazi incident.",barely-true,Fake,1,0.3858130872249603,0,Real,0.6141869127750397,False,false_negative_fake_as_real,test
All the talk about socialism during the campaign made young people more interested in it by Election Day.,false,Fake,1,0.3859155774116516,0,Real,0.6140844225883484,False,false_negative_fake_as_real,test
You know what (Saddam Hussein) did well? He killed terrorists.,barely-true,Fake,1,0.38602808117866516,0,Real,0.6139719188213348,False,false_negative_fake_as_real,test
Federal prosecutions for lying on background checks to buy guns are down 40 percent under President Barack Obama.,half-true,Real,0,0.6138624548912048,1,Fake,0.6138624548912048,False,false_positive_real_as_fake,test
I am the only senator who turned down the state pension plan for part-time legislators.,true,Real,0,0.6130629181861877,1,Fake,0.6130629181861877,False,false_positive_real_as_fake,test
Taxpayers subsidize 80 percent of each MARTA trip,barely-true,Fake,1,0.38711369037628174,0,Real,0.6128863096237183,False,false_negative_fake_as_real,test
Says hes taken an 8% pay decrease in each of the nine years he has been in office.,half-true,Real,0,0.6126881837844849,1,Fake,0.6126881837844849,False,false_positive_real_as_fake,test
22 Countries Invaded by the U.S. in 20 Years.,false,Fake,1,0.3875542879104614,0,Real,0.6124457120895386,False,false_negative_fake_as_real,test
"Rick Perry attempted to fast-track unnecessary coal-fired power plants, which degrade air quality and would cost billions. Fortunately, a court stopped him.",mostly-true,Real,0,0.6106372475624084,1,Fake,0.6106372475624084,False,false_positive_real_as_fake,test
Weve introduced a bill that includes $12 billion in cuts over the next week.,half-true,Real,0,0.6106050610542297,1,Fake,0.6106050610542297,False,false_positive_real_as_fake,test
On Donald Trumps track record in business,false,Fake,1,0.3907082676887512,0,Real,0.6092917323112488,False,false_negative_fake_as_real,test
"Once a woman enters into the sex trade, her average life expectancy is seven years.",false,Fake,1,0.39187267422676086,0,Real,0.6081273257732391,False,false_negative_fake_as_real,test
Six thousand people have sought addiction treatment through expanded Medicaid.,false,Fake,1,0.39201050996780396,0,Real,0.607989490032196,False,false_negative_fake_as_real,test
Proposition 2 on Novembers Texas ballot does not cost state taxpayers any money.,half-true,Real,0,0.6079391241073608,1,Fake,0.6079391241073608,False,false_positive_real_as_fake,test
The Bundy Ranch deal is all about Nevada Sen. Harry Reid using federal violence to take peoples land in his state so he can package it to re-sell it to the Chinese.,pants-fire,Fake,1,0.3936897814273834,0,Real,0.6063102185726166,False,false_negative_fake_as_real,test
A $250 fine if youre caught with a plastic bag coming out of a store. Plastic bag police anyone?,false,Fake,1,0.3953322172164917,0,Real,0.6046677827835083,False,false_negative_fake_as_real,test
Says the fluoride Austin is putting in its drinking water is toxic waste.,false,Fake,1,0.39600133895874023,0,Real,0.6039986610412598,False,false_negative_fake_as_real,test
"The U.S. energy policy is to ""borrow money from China to buy oil from countries that don't like us.""",half-true,Real,0,0.603635311126709,1,Fake,0.603635311126709,False,false_positive_real_as_fake,test
Wisconsin is on pace to double the number of layoffs this year.,false,Fake,1,0.3964412212371826,0,Real,0.6035587787628174,False,false_negative_fake_as_real,test
Mitch McConnell voted with Harry Reid to infringe on our gun rights.,pants-fire,Fake,1,0.3971341848373413,0,Real,0.6028658151626587,False,false_negative_fake_as_real,test
"""First, he was in favor of my plan, now he's attacking it.""",mostly-true,Real,0,0.6016300320625305,1,Fake,0.6016300320625305,False,false_positive_real_as_fake,test
"Says Jon Huntsman supports changes in Medicare that would deny guaranteed benefits to 980,000 New Hampshire residents.",half-true,Real,0,0.6016217470169067,1,Fake,0.6016217470169067,False,false_positive_real_as_fake,test
"Says state Senate President Stephen Sweeney gave us the nations highest income tax rates, driving out jobs.",false,Fake,1,0.4004717469215393,0,Real,0.5995282530784607,False,false_negative_fake_as_real,test
General Motors is the largest corporation in the world again.,false,Fake,1,0.4009362459182739,0,Real,0.5990637540817261,False,false_negative_fake_as_real,test
"Of those 850,000 (new Texas) jobs, most were public-sector jobs and minimum-wage jobs.",barely-true,Fake,1,0.40292125940322876,0,Real,0.5970787405967712,False,false_negative_fake_as_real,test
Not one dime gets added to the deficit because of Social Security.,barely-true,Fake,1,0.40357160568237305,0,Real,0.596428394317627,False,false_negative_fake_as_real,test
The Texas Department of Transportation... misplaced a billion dollars.,mostly-true,Real,0,0.5957233309745789,1,Fake,0.5957233309745789,False,false_positive_real_as_fake,test
Says Chris Dudley thinks Oregons minimum wage is too high.,half-true,Real,0,0.5934633016586304,1,Fake,0.5934633016586304,False,false_positive_real_as_fake,test
Hes the only candidate whos balanced budgets and brought jobs to Providence.,mostly-true,Real,0,0.5914806127548218,1,Fake,0.5914806127548218,False,false_positive_real_as_fake,test
"Says his bill, HB 97, would prevent the use of taxpayer dollars on abortions.",false,Fake,1,0.40852633118629456,0,Real,0.5914736688137054,False,false_negative_fake_as_real,test
Tom Suozzi raised taxes by hundreds of millions of dollars as Nassau County executive.,true,Real,0,0.591423749923706,1,Fake,0.591423749923706,False,false_positive_real_as_fake,test
Says Donald Trumps proposed tax treatment of hedge fund managers makes the current loophole even worse.,true,Real,0,0.5910330414772034,1,Fake,0.5910330414772034,False,false_positive_real_as_fake,test
"Steve Southerland did not pay his taxes in 05, 06, 07, 08 or 09.",false,Fake,1,0.40984046459198,0,Real,0.59015953540802,False,false_negative_fake_as_real,test
The United States has the longest surviving constitution.,mostly-true,Real,0,0.5897437930107117,1,Fake,0.5897437930107117,False,false_positive_real_as_fake,test
"A proposed regional transportation tax will last a minimum of 10 years, and has been approved to last longer.",false,Fake,1,0.4103050231933594,0,Real,0.5896949768066406,False,false_negative_fake_as_real,test
Says state Senate candidate Monk Elmer voted to exceed the (school district property tax) spending caps.,pants-fire,Fake,1,0.4106213450431824,0,Real,0.5893786549568176,False,false_negative_fake_as_real,test
"Says President Barack Obama told a room of students, Children, every time I clap my hands together, a child in America dies from gun violence, and then a child told him he could solve the problem by not clapping any more.",pants-fire,Fake,1,0.41277554631233215,0,Real,0.5872244536876678,False,false_negative_fake_as_real,test
ACORN could get up to $8.5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states.,false,Fake,1,0.4137062430381775,0,Real,0.5862937569618225,False,false_negative_fake_as_real,test
A company hired to do Common Core testing in Florida will attract every one of your children to become as homosexual as they possibly can.,pants-fire,Fake,1,0.41373491287231445,0,Real,0.5862650871276855,False,false_negative_fake_as_real,test
"Under Common Core standards, it takes more than a minute to teach a student how to add nine plus six.",half-true,Real,0,0.5861502289772034,1,Fake,0.5861502289772034,False,false_positive_real_as_fake,test
"""I saved the taxpayers $2-billion on a bogus Air Force Boeing tanker deal where people went to jail.""",true,Real,0,0.5851892828941345,1,Fake,0.5851892828941345,False,false_positive_real_as_fake,test
Already in Wisconsin we have seen fewer people pursuing education as a career due to the Act 10 collective bargaining law.,barely-true,Fake,1,0.41700688004493713,0,Real,0.5829931199550629,False,false_negative_fake_as_real,test
"A proposed tax to fund transportation projects would spend $90,000 to take a single vehicle off the road during the morning and afternoon commute.",false,Fake,1,0.41715681552886963,0,Real,0.5828431844711304,False,false_negative_fake_as_real,test
"Military spending cuts, known as the sequester, were President Barack Obamas idea.",half-true,Real,0,0.5820705890655518,1,Fake,0.5820705890655518,False,false_positive_real_as_fake,test
"Says Dan Patrick supported giving a $5,000 taxpayer-funded voucher to every family to buy a car.",mostly-true,Real,0,0.5815324187278748,1,Fake,0.5815324187278748,False,false_positive_real_as_fake,test
U.S. House opponent Paul Ryan supports cutting funding for veterans by 24 percent.,false,Fake,1,0.41865605115890503,0,Real,0.581343948841095,False,false_negative_fake_as_real,test
"A few months ago when you were asked whats the biggest geopolitical threat facing America, you said Russia.",half-true,Real,0,0.5802005529403687,1,Fake,0.5802005529403687,False,false_positive_real_as_fake,test
Says Scott Walkers plan to replace Obamacare is a new entitlement program for every single American human being from the time they are born right up until they grow old and become eligible for Medicare.,half-true,Real,0,0.5795352458953857,1,Fake,0.5795352458953857,False,false_positive_real_as_fake,test
Says Hillary Clinton and Tim Kaine want to expand (Obamacare) into a single-payer program.,barely-true,Fake,1,0.42051950097084045,0,Real,0.5794804990291595,False,false_negative_fake_as_real,test
"Marco Rubio's ""income skyrocketed while his power increased.""",true,Real,0,0.5793979167938232,1,Fake,0.5793979167938232,False,false_positive_real_as_fake,test
On implementing a sales tax.,false,Fake,1,0.4215600788593292,0,Real,0.5784399211406708,False,false_negative_fake_as_real,test
PolitiFact Texas says Congressman Edwards attacks on Bill Flores are false.,barely-true,Fake,1,0.4218473434448242,0,Real,0.5781526565551758,False,false_negative_fake_as_real,test
"""McCain got more money from Airbus' U.S. executives than any other politician.""",true,Real,0,0.5779865384101868,1,Fake,0.5779865384101868,False,false_positive_real_as_fake,test
"""There's only four senators senior to me ... there's still 44 older than me.""",mostly-true,Real,0,0.5779704451560974,1,Fake,0.5779704451560974,False,false_positive_real_as_fake,test
"In California, the windmills are killing hundreds and hundreds of eagles.",barely-true,Fake,1,0.4221225678920746,0,Real,0.5778774321079254,False,false_negative_fake_as_real,test
Saturday Night Live executive producer Lorne Michaels could be put in jail under this amendment for making fun of any politician.,half-true,Real,0,0.5772061347961426,1,Fake,0.5772061347961426,False,false_positive_real_as_fake,test
Our campaign depends on small donations for the majority of our support.,barely-true,Fake,1,0.4230813682079315,0,Real,0.5769186317920685,False,false_negative_fake_as_real,test
"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",true,Real,0,0.5766383409500122,1,Fake,0.5766383409500122,False,false_positive_real_as_fake,test
This would be the largest casino in the United States.,pants-fire,Fake,1,0.42434558272361755,0,Real,0.5756544172763824,False,false_negative_fake_as_real,test
"""I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke [in March 2007], and told them this is something we have to deal with, and nobody did anything about it.""",half-true,Real,0,0.5752193331718445,1,Fake,0.5752193331718445,False,false_positive_real_as_fake,test
"Says Amanda Fritz publicly claimed to be endorsed by NARAL Pro-Choice Oregon, both on her website and in the voters guide.",half-true,Real,0,0.5747004151344299,1,Fake,0.5747004151344299,False,false_positive_real_as_fake,test
"John McCain ""has threatened extinction for North Korea and sung songs about bombing Iran.""",half-true,Real,0,0.5746586918830872,1,Fake,0.5746586918830872,False,false_positive_real_as_fake,test
The worlds 62 richest people own the same wealth as the 3.6 billion poorest.,mostly-true,Real,0,0.5746199488639832,1,Fake,0.5746199488639832,False,false_positive_real_as_fake,test
Alexander Hamilton was an immigration hawk.,half-true,Real,0,0.5745894312858582,1,Fake,0.5745894312858582,False,false_positive_real_as_fake,test
On the Bush tax cuts.,false,Fake,1,0.42545491456985474,0,Real,0.5745450854301453,False,false_negative_fake_as_real,test
"In Hillary Clintons tax returns, you saw a lot of income coming from donors to the Clinton Foundation and people who benefitted from her State Department term as well.",half-true,Real,0,0.5734980702400208,1,Fake,0.5734980702400208,False,false_positive_real_as_fake,test
"In Massachusetts, Scott Brown pushed for a law to force women considering abortion -- force them -- to look at color photographs of developing fetuses.",mostly-true,Real,0,0.572603702545166,1,Fake,0.572603702545166,False,false_positive_real_as_fake,test
Says that 9 million to 50 million undocumented immigrants live in the United States.,barely-true,Fake,1,0.4286457300186157,0,Real,0.5713542699813843,False,false_negative_fake_as_real,test
"Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors.",pants-fire,Fake,1,0.43011030554771423,0,Real,0.5698896944522858,False,false_negative_fake_as_real,test
I never gave up custody of my children. I never lost custody of my children.,mostly-true,Real,0,0.5690569281578064,1,Fake,0.5690569281578064,False,false_positive_real_as_fake,test
"A planning group said that to meet anticipated traffic demands by 2035, Interstate 35 between Austin and Round Rock will need a dozen additional lanes going north and 14 additional southbound lanes.",half-true,Real,0,0.5671611428260803,1,Fake,0.5671611428260803,False,false_positive_real_as_fake,test
"""Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs.""",false,Fake,1,0.43295085430145264,0,Real,0.5670491456985474,False,false_negative_fake_as_real,test
Republicans are attempting to remove Barack Obama from Georgias Presidential Ballot in 2012.,half-true,Real,0,0.5665052533149719,1,Fake,0.5665052533149719,False,false_positive_real_as_fake,test
"McCain ""hasn't held executive responsibility.""",false,Fake,1,0.4338337779045105,0,Real,0.5661662220954895,False,false_negative_fake_as_real,test
Toomey and Trump will ban abortion and punish women who have them.,false,Fake,1,0.43514153361320496,0,Real,0.564858466386795,False,false_negative_fake_as_real,test
"When I withdrew in June of 2008, polls were showing that at least 40 percent of my supporters said, oh, they werent going to support Sen. Obama.",mostly-true,Real,0,0.5637250542640686,1,Fake,0.5637250542640686,False,false_positive_real_as_fake,test
"All four on Mount Rushmore, they were all independents at one critical point in their career.",false,Fake,1,0.43652135133743286,0,Real,0.5634786486625671,False,false_negative_fake_as_real,test
Says Nick Kahl made it harder for many families to cover basic health care expenses.,barely-true,Fake,1,0.4367713928222656,0,Real,0.5632286071777344,False,false_negative_fake_as_real,test
"In this judicial race, special interest groups have demanded money from me, in exchange for endorsement and support.",false,Fake,1,0.43682968616485596,0,Real,0.563170313835144,False,false_negative_fake_as_real,test
Says Hillary Clinton called the Trans-Pacific Partnership the gold standard. You called it the gold standard of trade deals. You said its the finest deal youve ever seen.,mostly-true,Real,0,0.5628499388694763,1,Fake,0.5628499388694763,False,false_positive_real_as_fake,test
"Fracturing or horizontally fracturing the shale to open up larger pockets of natural gas ... has been used for over 60 years and, as of 2009, over 80,000 wells have been fracked in Ohio.",half-true,Real,0,0.5612275004386902,1,Fake,0.5612275004386902,False,false_positive_real_as_fake,test
Says he won the second debate with Hillary Clinton in a landslide in every poll.,pants-fire,Fake,1,0.43991726636886597,0,Real,0.560082733631134,False,false_negative_fake_as_real,test
"Under the DREAM Act, after two years of higher education or military service you are eligible for citizenship. Once a citizen, this paves the way to bring the rest of (your) extended family to the United States.",barely-true,Fake,1,0.44037872552871704,0,Real,0.559621274471283,False,false_negative_fake_as_real,test
Four state Assembly Democrats scored a death blow to northeast Wisconsins economy by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay.,pants-fire,Fake,1,0.44046705961227417,0,Real,0.5595329403877258,False,false_negative_fake_as_real,test
Michele Bachmanns legislative record is offering failed amendments.,mostly-true,Real,0,0.5589792132377625,1,Fake,0.5589792132377625,False,false_positive_real_as_fake,test
Says Rick Perry recently said he wanted another (Texas) business tax.,pants-fire,Fake,1,0.4415750205516815,0,Real,0.5584249794483185,False,false_negative_fake_as_real,test
"The gender gap in his support is not unique to me and theres not a huge gap from where Republicans have been in presidential, gubernatorial and US Senate elections in recent years.",mostly-true,Real,0,0.5583392381668091,1,Fake,0.5583392381668091,False,false_positive_real_as_fake,test
Wisconsins lawsuit rules are so anti-business that the states system is one of the most promiscuous in America.,false,Fake,1,0.44482794404029846,0,Real,0.5551720559597015,False,false_negative_fake_as_real,test
"Brazil built a $300 million stadium in the Amazon rainforest that is only going to be used for four World Cup games, and theres no team that can fill it afterwards.",true,Real,0,0.5551002025604248,1,Fake,0.5551002025604248,False,false_positive_real_as_fake,test
"In Europe, church attendance rates (are) in the single digits because churches are supported by taxes.",barely-true,Fake,1,0.44633370637893677,0,Real,0.5536662936210632,False,false_negative_fake_as_real,test
Says a Ted Cruz ad has got me bull-dozing down a house.I never bulldozed it down. Its false advertising.,half-true,Real,0,0.5527865886688232,1,Fake,0.5527865886688232,False,false_positive_real_as_fake,test
It is a fact that it costs more to run the schools in August.,barely-true,Fake,1,0.44741323590278625,0,Real,0.5525867640972137,False,false_negative_fake_as_real,test
Says Ohio Treasurer Josh Mandel supports allowing the United States to default on its obligations.,pants-fire,Fake,1,0.44836103916168213,0,Real,0.5516389608383179,False,false_negative_fake_as_real,test
"The Fed created $1.2 trillion out of nothing, gave it to banks, and some of them foreign banks, so that they could stabilize their operations.",true,Real,0,0.5515691637992859,1,Fake,0.5515691637992859,False,false_positive_real_as_fake,test
"Says DonaldTrump got, you know, $1.8 billion worth of free media. I got, like, none.",mostly-true,Real,0,0.5511739253997803,1,Fake,0.5511739253997803,False,false_positive_real_as_fake,test
John Raeses wife is registered to vote in Florida so she cant even vote for him.,true,Real,0,0.5506556034088135,1,Fake,0.5506556034088135,False,false_positive_real_as_fake,test
Expanding the sale of full-strength beer and wine to grocery stores isgood for everybody.,half-true,Real,0,0.5493983626365662,1,Fake,0.5493983626365662,False,false_positive_real_as_fake,test
"Chris Christie helped funnel $6 million in federal Hurricane Sandy money to a senior center in Belleville, N.J., a place that suffered no damage.",mostly-true,Real,0,0.5488097071647644,1,Fake,0.5488097071647644,False,false_positive_real_as_fake,test
Over the past five years the federal government has paid out $601 million in retirement and disability benefits to deceased former federal employees.,true,Real,0,0.548255443572998,1,Fake,0.548255443572998,False,false_positive_real_as_fake,test
SaysMaggie Hassan was out of state on 30 days over the last three months.,mostly-true,Real,0,0.5464904308319092,1,Fake,0.5464904308319092,False,false_positive_real_as_fake,test
Ive been here almost every day.,barely-true,Fake,1,0.4535195529460907,0,Real,0.5464804470539093,False,false_negative_fake_as_real,test
"Says Congresswoman Loretta Sanchez has passed one bill in her 20 years in Congress, and that was to rename a post office.",half-true,Real,0,0.5456754565238953,1,Fake,0.5456754565238953,False,false_positive_real_as_fake,test
"""I have never said that I don't wear flag pins or refuse to wear flag pins.""",false,Fake,1,0.45573854446411133,0,Real,0.5442614555358887,False,false_negative_fake_as_real,test
The Affordable Care Act basically puts a penalty or a tax on employers for every new job they create.,half-true,Real,0,0.5423082113265991,1,Fake,0.5423082113265991,False,false_positive_real_as_fake,test
The Milwaukee business community did not speak about the facts -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,true,Real,0,0.5418841242790222,1,Fake,0.5418841242790222,False,false_positive_real_as_fake,test
"Im well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.",false,Fake,1,0.45825064182281494,0,Real,0.5417493581771851,False,false_negative_fake_as_real,test
"The sex-offender registry has been around for a long time, and the research thats out there says that it has no positive impact on the public safety.",mostly-true,Real,0,0.5396562218666077,1,Fake,0.5396562218666077,False,false_positive_real_as_fake,test
"Says his proposed payroll tax cut will mean an extra $1,500 in your pocket compared to if we do nothing.",true,Real,0,0.5395327210426331,1,Fake,0.5395327210426331,False,false_positive_real_as_fake,test
The unemployment rate is declining faster in Tampa than almost anywhere else.,mostly-true,Real,0,0.5395141839981079,1,Fake,0.5395141839981079,False,false_positive_real_as_fake,test
On recess appointments.,half-true,Real,0,0.5395125150680542,1,Fake,0.5395125150680542,False,false_positive_real_as_fake,test
"The Obama administration leaked information, deliberately or otherwise, that led to the identification of the Pakistani doctor that helped us in achieving our goals and killing bin Laden.",false,Fake,1,0.46090471744537354,0,Real,0.5390952825546265,False,false_negative_fake_as_real,test
Iran President Hassan Rouhani has more Cabinet members with Ph.D.s from American universities than members of Barack Obamas Cabinet.,true,Real,0,0.5379910469055176,1,Fake,0.5379910469055176,False,false_positive_real_as_fake,test
On his half pay pledge.,half-true,Real,0,0.5361374616622925,1,Fake,0.5361374616622925,False,false_positive_real_as_fake,test
"Through the Clinton Foundation, the Clintons are now worth in excess of $100 million.",barely-true,Fake,1,0.4650532901287079,0,Real,0.5349467098712921,False,false_negative_fake_as_real,test
You can buy lobster with food stamps.,true,Real,0,0.5338025093078613,1,Fake,0.5338025093078613,False,false_positive_real_as_fake,test
"Says President Obama said of the national debt, If I dont have this done in three years, then theres going to be a one-term proposition.",false,Fake,1,0.4678795635700226,0,Real,0.5321204364299774,False,false_negative_fake_as_real,test
"President Barack Obama, Nancy Pelosi and Harry Reid support Rick Perrys decision to give in-state tuition to illegal immigrants.",barely-true,Fake,1,0.46831926703453064,0,Real,0.5316807329654694,False,false_negative_fake_as_real,test
"We have an Army that just cut 40,000 spots.",mostly-true,Real,0,0.5314613580703735,1,Fake,0.5314613580703735,False,false_positive_real_as_fake,test
"If you look at the number of illegal immigrants coming into the country, it is net zero. Its been that way now for almost two years.",true,Real,0,0.5312796831130981,1,Fake,0.5312796831130981,False,false_positive_real_as_fake,test
This ban will only apply to Oregon commercial fishermen. Washington commercial fishermen would still be allowed to use gillnets on the Columbia River.,half-true,Real,0,0.5307679176330566,1,Fake,0.5307679176330566,False,false_positive_real_as_fake,test
And weve constantly been the lowest unemployed county in the state.,false,Fake,1,0.4698186218738556,0,Real,0.5301813781261444,False,false_negative_fake_as_real,test
"During the Reagan era, while productivity increased, ""wages for working people remained frozen.""",mostly-true,Real,0,0.5295473337173462,1,Fake,0.5295473337173462,False,false_positive_real_as_fake,test
"Nearly 70 percent of all federal spending will go towards Social Security, Medicare, and Medicaid in fiscal year 2014.",false,Fake,1,0.4707469046115875,0,Real,0.5292530953884125,False,false_negative_fake_as_real,test
Says Sean Duffy was a no-show as Ashland County District Attorney while he was on the campaign trail,barely-true,Fake,1,0.47074705362319946,0,Real,0.5292529463768005,False,false_negative_fake_as_real,test
"""The policy of the Bush administration was also not to add new nuclear capabilities.""",half-true,Real,0,0.5287569761276245,1,Fake,0.5287569761276245,False,false_positive_real_as_fake,test
"When the union says I want to eliminate tenure, thats not true.",half-true,Real,0,0.5284371376037598,1,Fake,0.5284371376037598,False,false_positive_real_as_fake,test
On running a civil and polite campaign.,half-true,Real,0,0.5278663635253906,1,Fake,0.5278663635253906,False,false_positive_real_as_fake,test
"""Bill McCollum said tax cuts don't work.""",barely-true,Fake,1,0.4738830626010895,0,Real,0.5261169373989105,False,false_negative_fake_as_real,test
Elorza wants to teach our public school children about the non-existence of God.,pants-fire,Fake,1,0.47488877177238464,0,Real,0.5251112282276154,False,false_negative_fake_as_real,test
Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,true,Real,0,0.5231485366821289,1,Fake,0.5231485366821289,False,false_positive_real_as_fake,test
Gene Green is the NRAs favorite Democrat in Congress. ... Its no wonder the congressman has a lifetime A rating from the NRA.,barely-true,Fake,1,0.47723469138145447,0,Real,0.5227653086185455,False,false_negative_fake_as_real,test
"All of Texas is conservative, except a little bit of Austin.",false,Fake,1,0.47739046812057495,0,Real,0.522609531879425,False,false_negative_fake_as_real,test
"""The president campaigned against this type of legislation.""",true,Real,0,0.5214866995811462,1,Fake,0.5214866995811462,False,false_positive_real_as_fake,test
"After laying off 30,000 people,Carly Fiorina said that in retrospect, I would have done them all faster.",half-true,Real,0,0.520309329032898,1,Fake,0.520309329032898,False,false_positive_real_as_fake,test
$29 is what families on SNAP (i.e. food stamps) have to live on for a week.,barely-true,Fake,1,0.5196883082389832,0,Real,0.5196883082389832,False,false_negative_fake_as_real,test
The tax cut deal is giving $700 billion to millionaires and billionaires.,false,Fake,1,0.48187121748924255,0,Real,0.5181287825107574,False,false_negative_fake_as_real,test
"If an individual is determined to commit suicide, the availability of a gun is not a factor because they will find a way.",barely-true,Fake,1,0.5157744884490967,0,Real,0.5157744884490967,False,false_negative_fake_as_real,test
Health insurance and medical costs are going down because of Obamacare.,barely-true,Fake,1,0.48445820808410645,0,Real,0.5155417919158936,False,false_negative_fake_as_real,test
Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.,pants-fire,Fake,1,0.4851454496383667,0,Real,0.5148545503616333,False,false_negative_fake_as_real,test
White men account for 69 percent of those arrested for violent crimes.,false,Fake,1,0.5146799683570862,0,Real,0.5146799683570862,False,false_negative_fake_as_real,test
The government is trying to now close the Lincoln Memorial for any kind of large gatherings.,pants-fire,Fake,1,0.4866151213645935,0,Real,0.5133848786354065,False,false_negative_fake_as_real,test
Over half the people on disability are either anxious or their back hurts.,false,Fake,1,0.5120236873626709,0,Real,0.5120236873626709,False,false_negative_fake_as_real,test
The media never show crowds.,false,Fake,1,0.5114424228668213,0,Real,0.5114424228668213,False,false_negative_fake_as_real,test
Says Gov. Mike Pence and Rep. Mike Coffman take the same positions on a number of things... Coffman and Pence oppose equal rights for LGBT Americans.,barely-true,Fake,1,0.48873820900917053,0,Real,0.5112617909908295,False,false_negative_fake_as_real,test
Says Supreme Court candidate JoAnne Kloppenburgs record as a state Justice Department lawyer consists only of the prosecution of cases regarding regulation of docks.,pants-fire,Fake,1,0.509168267250061,0,Real,0.509168267250061,False,false_negative_fake_as_real,test
Says bag litter increased after San Francisco banned single-use shopping bags.,barely-true,Fake,1,0.5085678100585938,0,Real,0.5085678100585938,False,false_negative_fake_as_real,test
"Says Marco Rubio believes the earth is 9,000 years old and that humans hunted dinosaurs to extinction; says Rand Paul believes the earth is 10,000 years old and God removed dinosaurs to make space for humans.",pants-fire,Fake,1,0.4914696216583252,0,Real,0.5085303783416748,False,false_negative_fake_as_real,test
Says President Barack Obama said that American exceptionalism is no more exceptional than the exceptionalism of any other country.,false,Fake,1,0.507621705532074,0,Real,0.507621705532074,False,false_negative_fake_as_real,test
"A few weeks ago, (the) education committee in Congress is deciding whats going to be in your local salad bar.",false,Fake,1,0.5074889659881592,0,Real,0.5074889659881592,False,false_negative_fake_as_real,test
Im not a conspiracy theorist and I never allow conspiracy theorists on my program.,pants-fire,Fake,1,0.5073007941246033,0,Real,0.5073007941246033,False,false_negative_fake_as_real,test
A judges order means theres a Constitution exemption zone if you live within 100 miles of the United States border.,false,Fake,1,0.49308884143829346,0,Real,0.5069111585617065,False,false_negative_fake_as_real,test
"It was Hillary Clinton who left Americans in harms way in Benghazi and after four Americans fell said, What difference at this point does it make?",barely-true,Fake,1,0.4968032240867615,0,Real,0.5031967759132385,False,false_negative_fake_as_real,test
"Says Milwaukee County Executive Chris Abele spent $100,000 of taxpayer money on a new luxury SUV.",false,Fake,1,0.4971241354942322,0,Real,0.5028758645057678,False,false_negative_fake_as_real,test
"""You had supported John McCain's military strategies pretty adamantly until this race.""",barely-true,Fake,1,0.5026191473007202,0,Real,0.5026191473007202,False,false_negative_fake_as_real,test
"Says At age 76 when you most need it, you are not eligible for cancer treatment under Affordable Care Act.",pants-fire,Fake,1,0.4983800947666168,0,Real,0.5016199052333832,False,false_negative_fake_as_real,test
